;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Running nr;Customer id;;;Products;;;;;;;;;;;;;; Price per unit ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;A;B;C;D;E;F;G;H;I;K;L;;;; A ; B ; C ; D ; E ; F ; G ; H ; I ; K ; L ;;;;;;;;;;;;;;
1688;53;;;4;23;0;0;43;0;30;5;0;0;35;140;;; € 18,00 ; € 5,00 ; € -   ; € -   ; € 20,00 ; € -   ; € 15,00 ; € 20,00 ; € -   ; € -   ; € 17,00 ;;;;;;;;;;;;;;
1689;107;;;8;42;13;2;38;0;0;0;8;0;0;111;;; € 20,00 ; € 9,00 ; € 47,00 ; € 10,00 ; € 18,00 ; € -   ; € -   ; € -   ; € 16,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1690;91;;;19;0;0;13;30;30;23;0;0;6;0;121;;; € 19,00 ; € -   ; € -   ; € 18,00 ; € 15,00 ; € 123,00 ; € 22,00 ; € -   ; € -   ; € 15,00 ; € -   ;;;;;;;;;;;;;;
1691;38;;;4;0;0;0;1;21;0;53;0;35;0;114;;; € 16,00 ; € -   ; € -   ; € -   ; € 18,00 ; € 108,00 ; € -   ; € 15,00 ; € -   ; € 20,00 ; € -   ;;;;;;;;;;;;;;
1692;51;;;19;0;0;0;33;0;77;0;12;88;0;229;;; € 19,00 ; € -   ; € -   ; € -   ; € 15,00 ; € -   ; € 14,00 ; € -   ; € 15,00 ; € 16,00 ; € -   ;;;;;;;;;;;;;;
1693;59;;;13;19;41;4;0;4;0;47;0;29;0;157;;; € 18,00 ; € 5,00 ; € 42,00 ; € 11,00 ; € -   ; € 148,00 ; € -   ; € 18,00 ; € -   ; € 17,00 ; € -   ;;;;;;;;;;;;;;
1694;121;;;8;0;30;0;0;0;7;19;0;103;0;167;;; € 15,00 ; € -   ; € 30,00 ; € -   ; € -   ; € -   ; € 15,00 ; € 18,00 ; € -   ; € 15,00 ; € -   ;;;;;;;;;;;;;;
1695;82;;;12;28;0;0;0;0;100;1;0;68;0;209;;; € 17,00 ; € 6,00 ; € -   ; € -   ; € -   ; € -   ; € 15,00 ; € 17,00 ; € -   ; € 19,00 ; € -   ;;;;;;;;;;;;;;
1696;21;;;2;22;77;0;0;0;0;0;0;0;0;101;;; € 20,00 ; € 8,00 ; € 37,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1697;144;;;7;0;0;0;38;18;67;0;11;101;0;242;;; € 20,00 ; € -   ; € -   ; € -   ; € 19,00 ; € 136,00 ; € 34,00 ; € -   ; € 19,00 ; € 16,00 ; € -   ;;;;;;;;;;;;;;
1698;4;;;3;0;61;2;0;27;91;52;0;33;11;280;;; € 15,00 ; € -   ; € 23,00 ; € 13,00 ; € -   ; € 156,00 ; € 21,00 ; € 20,00 ; € -   ; € 18,00 ; € 17,00 ;;;;;;;;;;;;;;
1699;112;;;34;48;39;13;6;41;60;0;13;0;0;254;;; € 15,00 ; € 9,00 ; € 43,00 ; € 7,00 ; € 17,00 ; € 183,00 ; € 19,00 ; € -   ; € 15,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1700;108;;;7;0;0;0;48;40;0;0;11;0;0;106;;; € 17,00 ; € -   ; € -   ; € -   ; € 19,00 ; € 144,00 ; € -   ; € -   ; € 20,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1701;53;;;18;0;65;9;0;90;82;55;0;0;6;325;;; € 18,00 ; € -   ; € 46,00 ; € 9,00 ; € -   ; € 149,00 ; € 6,00 ; € 19,00 ; € -   ; € -   ; € 18,00 ;;;;;;;;;;;;;;
1702;55;;;17;25;67;9;24;74;64;56;0;0;1;337;;; € 19,00 ; € 8,00 ; € 50,00 ; € 17,00 ; € 15,00 ; € 132,00 ; € 11,00 ; € 20,00 ; € -   ; € -   ; € 17,00 ;;;;;;;;;;;;;;
1703;90;;;38;0;96;0;0;0;0;0;6;0;3;143;;; € 15,00 ; € -   ; € 32,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 18,00 ; € -   ; € 18,00 ;;;;;;;;;;;;;;
1704;3;;;0;33;0;13;11;0;58;25;0;0;0;140;;; € -   ; € 6,00 ; € -   ; € 15,00 ; € 19,00 ; € -   ; € 32,00 ; € 19,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1705;67;;;12;0;0;2;18;0;4;37;0;96;0;169;;; € 17,00 ; € -   ; € -   ; € 17,00 ; € 17,00 ; € -   ; € 39,00 ; € 17,00 ; € -   ; € 18,00 ; € -   ;;;;;;;;;;;;;;
1706;6;;;22;2;44;16;0;44;0;0;0;0;8;136;;; € 16,00 ; € 5,00 ; € 44,00 ; € 15,00 ; € -   ; € 138,00 ; € -   ; € -   ; € -   ; € -   ; € 19,00 ;;;;;;;;;;;;;;
1707;69;;;32;20;0;10;0;55;0;54;24;82;39;316;;; € 15,00 ; € 7,00 ; € -   ; € 5,00 ; € -   ; € 196,00 ; € -   ; € 16,00 ; € 15,00 ; € 20,00 ; € 15,00 ;;;;;;;;;;;;;;
1708;18;;;40;0;25;8;0;0;0;38;0;86;0;197;;; € 18,00 ; € -   ; € 20,00 ; € 12,00 ; € -   ; € -   ; € -   ; € 17,00 ; € -   ; € 16,00 ; € -   ;;;;;;;;;;;;;;
1709;32;;;22;0;11;0;0;0;13;0;5;0;23;74;;; € 20,00 ; € -   ; € 24,00 ; € -   ; € -   ; € -   ; € 39,00 ; € -   ; € 15,00 ; € -   ; € 20,00 ;;;;;;;;;;;;;;
1710;34;;;8;28;0;0;29;10;0;0;9;51;40;175;;; € 15,00 ; € 5,00 ; € -   ; € -   ; € 15,00 ; € 131,00 ; € -   ; € -   ; € 20,00 ; € 19,00 ; € 17,00 ;;;;;;;;;;;;;;
1711;148;;;12;0;33;0;0;0;45;54;0;0;2;146;;; € 19,00 ; € -   ; € 28,00 ; € -   ; € -   ; € -   ; € 6,00 ; € 19,00 ; € -   ; € -   ; € 16,00 ;;;;;;;;;;;;;;
1712;137;;;10;2;33;14;0;70;45;25;0;100;0;299;;; € 15,00 ; € 7,00 ; € 47,00 ; € 15,00 ; € -   ; € 178,00 ; € 17,00 ; € 19,00 ; € -   ; € 16,00 ; € -   ;;;;;;;;;;;;;;
1713;37;;;15;34;0;0;34;0;0;0;22;0;0;105;;; € 15,00 ; € 7,00 ; € -   ; € -   ; € 20,00 ; € -   ; € -   ; € -   ; € 15,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1714;97;;;5;0;15;6;13;9;0;53;0;0;33;134;;; € 18,00 ; € -   ; € 40,00 ; € 8,00 ; € 16,00 ; € 168,00 ; € -   ; € 15,00 ; € -   ; € -   ; € 17,00 ;;;;;;;;;;;;;;
1715;117;;;18;2;51;17;40;0;31;0;15;0;0;174;;; € 19,00 ; € 7,00 ; € 35,00 ; € 20,00 ; € 20,00 ; € -   ; € 23,00 ; € -   ; € 16,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1716;87;;;18;31;88;7;0;0;42;7;11;0;2;206;;; € 18,00 ; € 9,00 ; € 21,00 ; € 17,00 ; € -   ; € -   ; € 40,00 ; € 20,00 ; € 18,00 ; € -   ; € 20,00 ;;;;;;;;;;;;;;
1717;125;;;10;0;0;15;0;9;2;41;7;95;0;179;;; € 20,00 ; € -   ; € -   ; € 7,00 ; € -   ; € 180,00 ; € 30,00 ; € 19,00 ; € 16,00 ; € 19,00 ; € -   ;;;;;;;;;;;;;;
1718;79;;;10;35;0;0;0;0;28;9;0;41;0;123;;; € 19,00 ; € 9,00 ; € -   ; € -   ; € -   ; € -   ; € 10,00 ; € 18,00 ; € -   ; € 17,00 ; € -   ;;;;;;;;;;;;;;
1719;87;;;10;35;0;0;48;41;93;0;23;80;47;377;;; € 17,00 ; € 8,00 ; € -   ; € -   ; € 19,00 ; € 185,00 ; € 28,00 ; € -   ; € 15,00 ; € 16,00 ; € 15,00 ;;;;;;;;;;;;;;
1720;123;;;12;14;95;18;26;90;79;0;0;9;0;343;;; € 17,00 ; € 9,00 ; € 16,00 ; € 14,00 ; € 17,00 ; € 196,00 ; € 28,00 ; € -   ; € -   ; € 20,00 ; € -   ;;;;;;;;;;;;;;
1721;8;;;3;0;0;0;0;0;71;0;0;0;0;74;;; € 19,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 16,00 ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1722;69;;;24;50;0;10;8;0;87;0;11;97;0;287;;; € 15,00 ; € 6,00 ; € -   ; € 15,00 ; € 15,00 ; € -   ; € 17,00 ; € -   ; € 19,00 ; € 19,00 ; € -   ;;;;;;;;;;;;;;
1723;125;;;1;0;34;0;0;0;0;0;0;6;0;41;;; € 18,00 ; € -   ; € 48,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € 19,00 ; € -   ;;;;;;;;;;;;;;
1724;4;;;6;0;80;11;0;0;0;49;0;18;0;164;;; € 15,00 ; € -   ; € 26,00 ; € 12,00 ; € -   ; € -   ; € -   ; € 20,00 ; € -   ; € 18,00 ; € -   ;;;;;;;;;;;;;;
1725;87;;;4;2;23;6;0;64;6;0;0;0;5;110;;; € 15,00 ; € 9,00 ; € 26,00 ; € 10,00 ; € -   ; € 140,00 ; € 34,00 ; € -   ; € -   ; € -   ; € 19,00 ;;;;;;;;;;;;;;
1726;32;;;30;0;60;0;0;34;0;0;20;34;33;211;;; € 15,00 ; € -   ; € 16,00 ; € -   ; € -   ; € 158,00 ; € -   ; € -   ; € 15,00 ; € 17,00 ; € 19,00 ;;;;;;;;;;;;;;
1727;25;;;8;0;29;16;11;27;0;41;0;23;35;190;;; € 20,00 ; € -   ; € 42,00 ; € 12,00 ; € 17,00 ; € 150,00 ; € -   ; € 19,00 ; € -   ; € 20,00 ; € 19,00 ;;;;;;;;;;;;;;
1728;79;;;14;43;50;19;0;61;0;37;14;0;1;239;;; € 15,00 ; € 8,00 ; € 38,00 ; € 16,00 ; € -   ; € 162,00 ; € -   ; € 19,00 ; € 19,00 ; € -   ; € 18,00 ;;;;;;;;;;;;;;
1729;98;;;10;22;0;0;6;83;0;44;0;85;30;280;;; € 16,00 ; € 5,00 ; € -   ; € -   ; € 15,00 ; € 193,00 ; € -   ; € 15,00 ; € -   ; € 15,00 ; € 20,00 ;;;;;;;;;;;;;;
1730;86;;;14;0;0;0;0;11;0;26;2;1;0;54;;; € 16,00 ; € -   ; € -   ; € -   ; € -   ; € 128,00 ; € -   ; € 19,00 ; € 18,00 ; € 20,00 ; € -   ;;;;;;;;;;;;;;
1731;55;;;22;20;48;16;0;0;82;0;0;73;0;261;;; € 17,00 ; € 8,00 ; € 19,00 ; € 18,00 ; € -   ; € -   ; € 16,00 ; € -   ; € -   ; € 19,00 ; € -   ;;;;;;;;;;;;;;
1732;53;;;7;0;0;14;0;70;0;0;21;10;0;122;;; € 15,00 ; € -   ; € -   ; € 8,00 ; € -   ; € 145,00 ; € -   ; € -   ; € 17,00 ; € 20,00 ; € -   ;;;;;;;;;;;;;;
1733;7;;;0;0;42;0;0;58;83;0;0;78;0;261;;; € -   ; € -   ; € 34,00 ; € -   ; € -   ; € 125,00 ; € 9,00 ; € -   ; € -   ; € 16,00 ; € -   ;;;;;;;;;;;;;;
1734;99;;;8;0;83;0;34;0;55;34;29;8;1;252;;; € 17,00 ; € -   ; € 26,00 ; € -   ; € 19,00 ; € -   ; € 27,00 ; € 15,00 ; € 15,00 ; € 19,00 ; € 16,00 ;;;;;;;;;;;;;;
1735;94;;;11;0;62;11;0;0;0;17;0;67;50;218;;; € 18,00 ; € -   ; € 24,00 ; € 6,00 ; € -   ; € -   ; € -   ; € 15,00 ; € -   ; € 19,00 ; € 15,00 ;;;;;;;;;;;;;;
1736;10;;;8;0;0;0;32;0;0;0;0;0;0;40;;; € 15,00 ; € -   ; € -   ; € -   ; € 16,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1737;65;;;13;0;36;3;16;42;94;14;30;74;0;322;;; € 15,00 ; € -   ; € 50,00 ; € 7,00 ; € 15,00 ; € 122,00 ; € 34,00 ; € 17,00 ; € 18,00 ; € 20,00 ; € -   ;;;;;;;;;;;;;;
1738;48;;;13;0;0;5;25;99;64;0;0;0;0;206;;; € 18,00 ; € -   ; € -   ; € 13,00 ; € 15,00 ; € 183,00 ; € 33,00 ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1739;26;;;7;23;97;0;0;30;69;0;29;0;22;277;;; € 17,00 ; € 5,00 ; € 44,00 ; € -   ; € -   ; € 118,00 ; € 9,00 ; € -   ; € 18,00 ; € -   ; € 19,00 ;;;;;;;;;;;;;;
1740;129;;;0;27;0;0;14;2;4;0;0;0;22;69;;; € -   ; € 5,00 ; € -   ; € -   ; € 18,00 ; € 168,00 ; € 40,00 ; € -   ; € -   ; € -   ; € 15,00 ;;;;;;;;;;;;;;
1741;57;;;11;27;0;13;28;0;96;25;30;0;0;230;;; € 16,00 ; € 5,00 ; € -   ; € 18,00 ; € 16,00 ; € -   ; € 34,00 ; € 19,00 ; € 18,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1742;103;;;9;34;0;12;0;90;0;0;0;0;0;145;;; € 17,00 ; € 9,00 ; € -   ; € 11,00 ; € -   ; € 172,00 ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1743;100;;;22;28;14;18;0;0;26;26;23;0;8;165;;; € 16,00 ; € 5,00 ; € 41,00 ; € 6,00 ; € -   ; € -   ; € 18,00 ; € 16,00 ; € 17,00 ; € -   ; € 16,00 ;;;;;;;;;;;;;;
1744;51;;;1;0;0;0;0;73;0;46;0;0;0;120;;; € 15,00 ; € -   ; € -   ; € -   ; € -   ; € 153,00 ; € -   ; € 17,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1745;6;;;36;0;99;0;0;0;70;56;0;0;0;261;;; € 18,00 ; € -   ; € 31,00 ; € -   ; € -   ; € -   ; € 24,00 ; € 17,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1746;101;;;5;0;0;0;22;0;50;0;14;0;18;109;;; € 20,00 ; € -   ; € -   ; € -   ; € 19,00 ; € -   ; € 17,00 ; € -   ; € 19,00 ; € -   ; € 20,00 ;;;;;;;;;;;;;;
1747;34;;;7;41;90;0;0;14;46;0;13;106;3;320;;; € 18,00 ; € 5,00 ; € 49,00 ; € -   ; € -   ; € 104,00 ; € 33,00 ; € -   ; € 19,00 ; € 17,00 ; € 17,00 ;;;;;;;;;;;;;;
1748;90;;;3;0;95;0;0;0;0;0;0;19;0;117;;; € 18,00 ; € -   ; € 19,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € 16,00 ; € -   ;;;;;;;;;;;;;;
1749;116;;;26;0;0;0;43;67;0;53;0;0;13;202;;; € 16,00 ; € -   ; € -   ; € -   ; € 17,00 ; € 105,00 ; € -   ; € 17,00 ; € -   ; € -   ; € 15,00 ;;;;;;;;;;;;;;
1750;87;;;22;0;0;16;9;0;0;0;0;0;10;57;;; € 17,00 ; € -   ; € -   ; € 20,00 ; € 15,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 18,00 ;;;;;;;;;;;;;;
1751;60;;;40;0;1;0;40;37;0;46;10;0;6;180;;; € 16,00 ; € -   ; € 38,00 ; € -   ; € 15,00 ; € 191,00 ; € -   ; € 16,00 ; € 15,00 ; € -   ; € 15,00 ;;;;;;;;;;;;;;
1752;45;;;1;0;47;0;1;0;4;0;0;0;11;64;;; € 19,00 ; € -   ; € 41,00 ; € -   ; € 17,00 ; € -   ; € 15,00 ; € -   ; € -   ; € -   ; € 17,00 ;;;;;;;;;;;;;;
1753;61;;;19;0;0;0;0;0;67;39;0;0;9;134;;; € 15,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 25,00 ; € 15,00 ; € -   ; € -   ; € 16,00 ;;;;;;;;;;;;;;
1754;43;;;13;0;69;20;0;46;45;0;24;28;23;268;;; € 15,00 ; € -   ; € 26,00 ; € 18,00 ; € -   ; € 165,00 ; € 7,00 ; € -   ; € 17,00 ; € 19,00 ; € 18,00 ;;;;;;;;;;;;;;
1755;89;;;4;0;74;16;21;52;0;13;24;23;40;267;;; € 17,00 ; € -   ; € 41,00 ; € 19,00 ; € 17,00 ; € 191,00 ; € -   ; € 16,00 ; € 17,00 ; € 20,00 ; € 18,00 ;;;;;;;;;;;;;;
1756;56;;;6;49;85;13;38;19;29;21;0;0;49;309;;; € 17,00 ; € 9,00 ; € 16,00 ; € 13,00 ; € 20,00 ; € 102,00 ; € 15,00 ; € 16,00 ; € -   ; € -   ; € 15,00 ;;;;;;;;;;;;;;
1757;75;;;7;0;0;10;0;0;0;0;0;0;0;17;;; € 18,00 ; € -   ; € -   ; € 11,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1758;22;;;22;0;2;0;0;0;0;0;12;32;0;68;;; € 20,00 ; € -   ; € 32,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 16,00 ; € 18,00 ; € -   ;;;;;;;;;;;;;;
1759;43;;;1;0;0;0;0;32;0;41;1;0;50;125;;; € 15,00 ; € -   ; € -   ; € -   ; € -   ; € 152,00 ; € -   ; € 19,00 ; € 19,00 ; € -   ; € 15,00 ;;;;;;;;;;;;;;
1760;80;;;28;0;46;0;47;0;0;0;12;0;17;150;;; € 18,00 ; € -   ; € 20,00 ; € -   ; € 19,00 ; € -   ; € -   ; € -   ; € 19,00 ; € -   ; € 16,00 ;;;;;;;;;;;;;;
1761;32;;;16;38;16;0;0;13;0;0;21;102;13;219;;; € 16,00 ; € 9,00 ; € 48,00 ; € -   ; € -   ; € 128,00 ; € -   ; € -   ; € 19,00 ; € 17,00 ; € 15,00 ;;;;;;;;;;;;;;
1762;124;;;34;22;31;0;33;16;0;0;0;0;0;136;;; € 20,00 ; € 5,00 ; € 26,00 ; € -   ; € 17,00 ; € 120,00 ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1763;17;;;18;45;0;18;5;20;29;0;8;105;33;281;;; € 20,00 ; € 9,00 ; € -   ; € 20,00 ; € 18,00 ; € 166,00 ; € 10,00 ; € -   ; € 20,00 ; € 18,00 ; € 15,00 ;;;;;;;;;;;;;;
1764;86;;;10;0;68;17;0;44;17;0;6;0;40;202;;; € 20,00 ; € -   ; € 43,00 ; € 13,00 ; € -   ; € 192,00 ; € 36,00 ; € -   ; € 16,00 ; € -   ; € 17,00 ;;;;;;;;;;;;;;
1765;62;;;7;0;0;0;0;0;80;0;22;0;21;130;;; € 18,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 34,00 ; € -   ; € 17,00 ; € -   ; € 20,00 ;;;;;;;;;;;;;;
1766;54;;;12;0;76;0;50;0;0;0;0;41;0;179;;; € 20,00 ; € -   ; € 31,00 ; € -   ; € 15,00 ; € -   ; € -   ; € -   ; € -   ; € 20,00 ; € -   ;;;;;;;;;;;;;;
1767;116;;;12;24;12;0;33;0;0;0;11;0;0;92;;; € 17,00 ; € 9,00 ; € 45,00 ; € -   ; € 16,00 ; € -   ; € -   ; € -   ; € 18,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1768;115;;;14;46;30;0;0;0;0;0;0;0;0;90;;; € 15,00 ; € 7,00 ; € 29,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1769;74;;;26;36;0;0;42;0;0;57;28;0;0;189;;; € 18,00 ; € 6,00 ; € -   ; € -   ; € 17,00 ; € -   ; € -   ; € 16,00 ; € 15,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1770;93;;;12;0;27;0;0;0;0;40;8;0;0;87;;; € 17,00 ; € -   ; € 43,00 ; € -   ; € -   ; € -   ; € -   ; € 19,00 ; € 15,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1771;82;;;16;0;22;12;0;0;33;24;0;0;0;107;;; € 17,00 ; € -   ; € 41,00 ; € 6,00 ; € -   ; € -   ; € 35,00 ; € 20,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1772;61;;;4;40;22;12;0;48;5;8;0;0;0;139;;; € 16,00 ; € 9,00 ; € 24,00 ; € 17,00 ; € -   ; € 135,00 ; € 35,00 ; € 16,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1773;8;;;14;26;0;0;0;88;45;0;0;82;18;273;;; € 17,00 ; € 9,00 ; € -   ; € -   ; € -   ; € 123,00 ; € 21,00 ; € -   ; € -   ; € 17,00 ; € 20,00 ;;;;;;;;;;;;;;
1774;85;;;26;0;0;0;0;0;7;0;0;75;0;108;;; € 17,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 15,00 ; € -   ; € -   ; € 15,00 ; € -   ;;;;;;;;;;;;;;
1775;129;;;4;0;0;19;0;0;87;57;7;0;0;174;;; € 15,00 ; € -   ; € -   ; € 15,00 ; € -   ; € -   ; € 30,00 ; € 19,00 ; € 16,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1776;98;;;18;20;0;0;41;21;80;0;30;21;0;231;;; € 18,00 ; € 5,00 ; € -   ; € -   ; € 16,00 ; € 123,00 ; € 36,00 ; € -   ; € 17,00 ; € 15,00 ; € -   ;;;;;;;;;;;;;;
1777;142;;;36;0;0;11;32;0;0;0;1;106;0;186;;; € 19,00 ; € -   ; € -   ; € 17,00 ; € 18,00 ; € -   ; € -   ; € -   ; € 15,00 ; € 18,00 ; € -   ;;;;;;;;;;;;;;
1778;24;;;6;0;0;0;0;65;0;28;9;0;0;108;;; € 19,00 ; € -   ; € -   ; € -   ; € -   ; € 172,00 ; € -   ; € 15,00 ; € 16,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1779;53;;;14;49;80;11;0;91;0;0;0;0;0;245;;; € 18,00 ; € 6,00 ; € 42,00 ; € 14,00 ; € -   ; € 144,00 ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1780;95;;;0;21;0;16;42;6;0;0;13;49;0;147;;; € -   ; € 8,00 ; € -   ; € 17,00 ; € 16,00 ; € 107,00 ; € -   ; € -   ; € 16,00 ; € 17,00 ; € -   ;;;;;;;;;;;;;;
1781;110;;;10;0;8;7;0;0;79;0;23;40;0;167;;; € 19,00 ; € -   ; € 44,00 ; € 19,00 ; € -   ; € -   ; € 22,00 ; € -   ; € 15,00 ; € 15,00 ; € -   ;;;;;;;;;;;;;;
1782;16;;;20;4;0;13;8;91;15;0;0;0;0;151;;; € 16,00 ; € 5,00 ; € -   ; € 7,00 ; € 17,00 ; € 115,00 ; € 6,00 ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1783;80;;;30;28;0;19;0;70;37;59;16;0;0;259;;; € 16,00 ; € 6,00 ; € -   ; € 7,00 ; € -   ; € 131,00 ; € 8,00 ; € 19,00 ; € 20,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1784;61;;;24;15;0;2;38;0;41;41;0;0;0;161;;; € 19,00 ; € 7,00 ; € -   ; € 7,00 ; € 18,00 ; € -   ; € 34,00 ; € 17,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1785;92;;;2;46;98;16;47;0;0;6;0;0;0;215;;; € 17,00 ; € 9,00 ; € 23,00 ; € 10,00 ; € 15,00 ; € -   ; € -   ; € 18,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1786;72;;;32;14;99;11;6;0;0;0;0;36;47;245;;; € 16,00 ; € 6,00 ; € 46,00 ; € 6,00 ; € 16,00 ; € -   ; € -   ; € -   ; € -   ; € 18,00 ; € 19,00 ;;;;;;;;;;;;;;
1787;148;;;1;0;63;4;0;8;61;0;16;13;0;166;;; € 17,00 ; € -   ; € 29,00 ; € 16,00 ; € -   ; € 131,00 ; € 20,00 ; € -   ; € 18,00 ; € 15,00 ; € -   ;;;;;;;;;;;;;;
1788;141;;;12;27;71;20;0;68;0;0;1;0;3;202;;; € 20,00 ; € 8,00 ; € 40,00 ; € 16,00 ; € -   ; € 109,00 ; € -   ; € -   ; € 17,00 ; € -   ; € 20,00 ;;;;;;;;;;;;;;
1789;16;;;24;0;100;0;33;72;32;26;0;0;0;287;;; € 16,00 ; € -   ; € 20,00 ; € -   ; € 20,00 ; € 180,00 ; € 25,00 ; € 17,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1790;59;;;20;11;0;0;0;68;50;50;5;7;14;225;;; € 15,00 ; € 5,00 ; € -   ; € -   ; € -   ; € 144,00 ; € 28,00 ; € 20,00 ; € 19,00 ; € 16,00 ; € 17,00 ;;;;;;;;;;;;;;
1791;75;;;6;0;45;2;0;6;58;34;11;90;0;252;;; € 15,00 ; € -   ; € 17,00 ; € 17,00 ; € -   ; € 158,00 ; € 35,00 ; € 15,00 ; € 20,00 ; € 17,00 ; € -   ;;;;;;;;;;;;;;
1792;130;;;28;0;64;0;28;10;10;37;0;0;0;177;;; € 15,00 ; € -   ; € 18,00 ; € -   ; € 16,00 ; € 178,00 ; € 18,00 ; € 20,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
1793;37;;;14;0;0;19;42;0;99;23;0;98;0;295;;; € 15,00 ; € -   ; € -   ; € 14,00 ; € 18,00 ; € -   ; € 22,00 ; € 17,00 ; € -   ; € 20,00 ; € -   ;;;;;;;;;;;;;;
1794;97;;;6;0;0;0;28;0;0;1;28;95;13;171;;; € 20,00 ; € -   ; € -   ; € -   ; € 18,00 ; € -   ; € -   ; € 20,00 ; € 20,00 ; € 17,00 ; € 19,00 ;;;;;;;;;;;;;;
1795;46;;;14;0;76;15;4;0;0;0;4;0;0;113;;; € 19,00 ; € -   ; € 29,00 ; € 9,00 ; € 20,00 ; € -   ; € -   ; € -   ; € 18,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1796;40;;;4;29;0;0;6;0;0;3;10;0;37;89;;; € 19,00 ; € 6,00 ; € -   ; € -   ; € 20,00 ; € -   ; € -   ; € 19,00 ; € 20,00 ; € -   ; € 15,00 ;;;;;;;;;;;;;;
1797;55;;;40;0;57;0;45;52;0;32;24;102;24;376;;; € 18,00 ; € -   ; € 24,00 ; € -   ; € 15,00 ; € 171,00 ; € -   ; € 19,00 ; € 18,00 ; € 17,00 ; € 17,00 ;;;;;;;;;;;;;;
1798;9;;;8;1;100;0;0;3;19;0;6;0;0;137;;; € 19,00 ; € 6,00 ; € 49,00 ; € -   ; € -   ; € 162,00 ; € 11,00 ; € -   ; € 17,00 ; € -   ; € -   ;;;;;;;;;;;;;;
1799;96;;;16;13;0;20;0;68;0;51;28;80;0;276;;; € 20,00 ; € 8,00 ; € -   ; € 11,00 ; € -   ; € 110,00 ; € -   ; € 18,00 ; € 15,00 ; € 20,00 ; € -   ;;;;;;;;;;;;;;
1800;126;;;28;21;0;19;2;0;66;9;0;101;41;287;;; € 17,00 ; € 5,00 ; € -   ; € 16,00 ; € 17,00 ; € -   ; € 17,00 ; € 15,00 ; € -   ; € 19,00 ; € 18,00 ;;;;;;;;;;;;;;
1801;36;;;40;10;8;9;36;0;74;0;0;0;22;199;;; € 19,00 ; € 5,00 ; € 18,00 ; € 9,00 ; € 16,00 ; € -   ; € 36,00 ; € -   ; € -   ; € -   ; € 16,00 ;;;;;;;;;;;;;;
